Delta,Power,t,x,y,z,vx,vy,vz
0.000000000,0.010000000,0.000247,0.002468079,0.000000076,0.000059745,9.992192469,-0.055366939,0.404481260
0.000000000,0.010000000,0.000248,0.002478072,0.000000020,0.000060149,9.992192469,-0.057304022,0.405096838
0.000000000,0.010000000,0.000249,0.002488064,-0.000000037,0.000060554,9.992192469,-0.057741242,0.405705692
0.000000000,0.010000000,0.000250,0.002498056,-0.000000095,0.000060960,9.992192469,-0.056657945,0.406307870
0.000000000,0.010000000,0.000251,0.002508048,-0.000000151,0.000061366,9.992192469,-0.053985921,0.406903417
0.000000000,0.010000000,0.000252,0.002518040,-0.000000205,0.000061773,9.992192469,-0.049604600,0.407492380
0.000000000,0.010000000,0.000253,0.002528033,-0.000000255,0.000062181,9.992192469,-0.043351330,0.408074807
0.000000000,0.010000000,0.000254,0.002538025,-0.000000298,0.000062589,9.992192469,-0.035055807,0.408650745
0.000000000,0.010000000,0.000255,0.002548017,-0.000000333,0.000062997,9.992192469,-0.024612147,0.409220240
0.000000000,0.010000000,0.000256,0.002558009,-0.000000358,0.000063407,9.992192469,-0.012095898,0.409783340
0.000000000,0.010000000,0.000257,0.002568001,-0.000000370,0.000063816,9.992192469,0.002098063,0.410340091
0.000000000,0.010000000,0.000258,0.002577993,-0.000000368,0.000064227,9.992192469,0.017178254,0.410890541
0.000000000,0.010000000,0.000259,0.002587986,-0.000000351,0.000064638,9.992192469,0.032051115,0.411434738
0.000000000,0.010000000,0.000260,0.002597978,-0.000000319,0.000065049,9.992192469,0.045608589,0.411972727
0.000000000,0.010000000,0.000261,0.002607970,-0.000000273,0.000065461,9.992192469,0.057048687,0.412504557
0.000000000,0.010000000,0.000262,0.002617962,-0.000000216,0.000065874,9.992192469,0.066014454,0.413030274
0.000000000,0.010000000,0.000263,0.002627954,-0.000000150,0.000066287,9.992192469,0.072506279,0.413549926
0.000000000,0.010000000,0.000264,0.002637947,-0.000000078,0.000066700,9.992192469,0.076694711,0.414063561
0.000000000,0.010000000,0.000265,0.002647939,-0.000000001,0.000067114,9.992192469,0.078759383,0.414571224
0.000000000,0.010000000,0.000266,0.002657931,0.000000078,0.000067529,9.992192469,0.078790784,0.415072963
0.000000000,0.010000000,0.000267,0.002667923,0.000000157,0.000067944,9.992192469,0.076735694,0.415568826
0.000000000,0.010000000,0.000268,0.002677915,0.000000233,0.000068359,9.992192469,0.072359021,0.416058860
0.000000000,0.010000000,0.000269,0.002687908,0.000000306,0.000068776,9.992192469,0.065208836,0.416543111
0.000000000,0.010000000,0.000270,0.002697900,0.000000371,0.000069192,9.992192469,0.054598609,0.417021626
0.000000000,0.010000000,0.000271,0.002707892,0.000000425,0.000069609,9.992192469,0.039674629,0.417494453
0.000000000,0.010000000,0.000272,0.002717884,0.000000465,0.000070027,9.992192469,0.019726684,0.417961638
0.000000000,0.010000000,0.000273,0.002727876,0.000000485,0.000070445,9.992192469,-0.005075687,0.418423228
0.000000000,0.010000000,0.000274,0.002737869,0.000000480,0.000070863,9.992192469,-0.032744648,0.418879271
0.000000000,0.010000000,0.000275,0.002747861,0.000000447,0.000071282,9.992192469,-0.059484973,0.419329812
0.000000000,0.010000000,0.000276,0.002757853,0.000000388,0.000071701,9.992192469,-0.081589997,0.419774898
0.000000000,0.010000000,0.000277,0.002767845,0.000000306,0.000072121,9.992192469,-0.097532515,0.420214576
0.000000000,0.010000000,0.000278,0.002777837,0.000000208,0.000072541,9.992192469,-0.107871466,0.420648892
0.000000000,0.010000000,0.000279,0.002787830,0.000000101,0.000072962,9.992192469,-0.113832176,0.421077893
0.000000000,0.010000000,0.000280,0.002797822,-0.000000013,0.000073383,9.992192469,-0.116373942,0.421501625
0.000000000,0.010000000,0.000281,0.002807814,-0.000000130,0.000073804,9.992192469,-0.115926059,0.421920133
0.000000000,0.010000000,0.000282,0.002817806,-0.000000246,0.000074226,9.992192469,-0.112325115,0.422333465
0.000000000,0.010000000,0.000283,0.002827798,-0.000000358,0.000074649,9.992192469,-0.104647485,0.422741666
0.000000000,0.010000000,0.000284,0.002837790,-0.000000463,0.000075071,9.992192469,-0.090742289,0.423144781
0.000000000,0.010000000,0.000285,0.002847783,-0.000000553,0.000075495,9.992192469,-0.066326235,0.423542857
0.000000000,0.010000000,0.000286,0.002857775,-0.000000620,0.000075918,9.992192469,-0.024429566,0.423935938
0.000000000,0.010000000,0.000287,0.002867767,-0.000000644,0.000076342,9.992192469,0.039728205,0.424324071
0.000000000,0.010000000,0.000288,0.002877759,-0.000000604,0.000076766,9.992192469,0.114336555,0.424707301
0.000000000,0.010000000,0.000289,0.002887751,-0.000000490,0.000077191,9.992192469,0.170988946,0.425085673
0.000000000,0.010000000,0.000290,0.002897744,-0.000000319,0.000077616,9.992192469,0.198465001,0.425459232
0.000000000,0.010000000,0.000291,0.002907736,-0.000000121,0.000078042,9.992192469,0.209326387,0.425828022
0.000000000,0.010000000,0.000292,0.002917728,0.000000089,0.000078467,9.992192469,0.212407074,0.426192089
0.000000000,0.010000000,0.000293,0.002927720,0.000000301,0.000078894,9.992192469,0.210017311,0.426551476
0.000000000,0.010000000,0.000294,0.002937712,0.000000511,0.000079320,9.992192469,0.199740923,0.426906229
0.000000000,0.010000000,0.000295,0.002947705,0.000000711,0.000079747,9.992192469,0.167257034,0.427256392
0.000000000,0.010000000,0.000296,0.002957697,0.000000878,0.000080174,9.992192469,0.054771938,0.427602008
0.000000000,0.010000000,0.000297,0.002967689,0.000000933,0.000080602,9.992192469,-0.038640026,0.427943122
0.000000000,0.010000000,0.000298,0.002977681,0.000000894,0.000081030,9.992192469,-0.105465133,0.428279778
0.000000000,0.010000000,0.000299,0.002987673,0.000000789,0.000081458,9.992192469,-0.191825453,0.428612018
0.000000000,0.010000000,0.000300,0.002997666,0.000000597,0.000081887,9.992192469,-0.323652024,0.428939886
0.000000000,0.010000000,0.000301,0.003007658,0.000000273,0.000082316,9.992192469,-0.375229211,0.429263425
0.000000000,0.010000000,0.000302,0.003017650,-0.000000102,0.000082745,9.992192469,-0.383403795,0.429582679
0.000000000,0.010000000,0.000303,0.003027642,-0.000000485,0.000083175,9.992192469,-0.380520288,0.429897690
0.000000000,0.010000000,0.000304,0.003037634,-0.000000866,0.000083604,9.992192469,-0.352277295,0.430208501
0.000000000,0.010000000,0.000305,0.003047627,-0.000001218,0.000084035,9.992192469,-0.256472203,0.430515154
0.000000000,0.010000000,0.000306,0.003057619,-0.000001474,0.000084465,9.992192469,-0.242845747,0.430817691
0.000000000,0.010000000,0.000307,0.003067611,-0.000001717,0.000084896,9.992192469,-0.237257757,0.431116154
0.000000000,0.010000000,0.000308,0.003077603,-0.000001955,0.000085327,9.992192469,-0.234259371,0.431410585
0.000000000,0.010000000,0.000309,0.003087595,-0.000002189,0.000085759,9.992192469,-0.232416212,0.431701026
0.000000000,0.010000000,0.000310,0.003097587,-0.000002421,0.000086190,9.992192469,-0.231183394,0.431987518
0.000000000,0.010000000,0.000311,0.003107580,-0.000002652,0.000086622,9.992192469,-0.230309157,0.432270102
0.000000000,0.010000000,0.000312,0.003117572,-0.000002883,0.000087055,9.992192469,-0.229661702,0.432548819
0.000000000,0.010000000,0.000313,0.003127564,-0.000003112,0.000087487,9.992192469,-0.229165716,0.432823710
0.000000000,0.010000000,0.000314,0.003137556,-0.000003342,0.000087920,9.992192469,-0.228775263,0.433094815
0.000000000,0.010000000,0.000315,0.003147548,-0.000003570,0.000088353,9.992192469,-0.228460872,0.433362174
0.000000000,0.010000000,0.000316,0.003157541,-0.000003799,0.000088786,9.992192469,-0.228202849,0.433625828
0.000000000,0.010000000,0.000317,0.003167533,-0.000004027,0.000089220,9.992192469,-0.227987591,0.433885817
0.000000000,0.010000000,0.000318,0.003177525,-0.000004255,0.000089654,9.992192469,-0.227805430,0.434142179
0.000000000,0.010000000,0.000319,0.003187517,-0.000004483,0.000090088,9.992192469,-0.227649336,0.434394955
0.000000000,0.010000000,0.000320,0.003197509,-0.000004710,0.000090522,9.992192469,-0.227514085,0.434644183
0.000000000,0.010000000,0.000321,0.003207502,-0.000004938,0.000090957,9.992192469,-0.227395728,0.434889903
0.000000000,0.010000000,0.000322,0.003217494,-0.000005165,0.000091392,9.992192469,-0.227291231,0.435132152
0.000000000,0.010000000,0.000323,0.003227486,-0.000005393,0.000091827,9.992192469,-0.227198231,0.435370970
0.000000000,0.010000000,0.000324,0.003237478,-0.000005620,0.000092262,9.992192469,-0.227114864,0.435606394
0.000000000,0.010000000,0.000325,0.003247470,-0.000005847,0.000092698,9.992192469,-0.227039641,0.435838462
0.000000000,0.010000000,0.000326,0.003257463,-0.000006074,0.000093134,9.992192469,-0.226971363,0.436067213
0.000000000,0.010000000,0.000327,0.003267455,-0.000006301,0.000093570,9.992192469,-0.226909052,0.436292683
0.000000000,0.010000000,0.000328,0.003277447,-0.000006528,0.000094006,9.992192469,-0.226851908,0.436514910
0.000000000,0.010000000,0.000329,0.003287439,-0.000006755,0.000094443,9.992192469,-0.226799267,0.436733931
0.000000000,0.010000000,0.000330,0.003297431,-0.000006982,0.000094879,9.992192469,-0.226750576,0.436949781
0.000000000,0.010000000,0.000331,0.003307424,-0.000007208,0.000095316,9.992192469,-0.226705371,0.437162499
0.000000000,0.010000000,0.000332,0.003317416,-0.000007435,0.000095754,9.992192469,-0.226663259,0.437372119
0.000000000,0.010000000,0.000333,0.003327408,-0.000007662,0.000096191,9.992192469,-0.226623907,0.437578679
0.000000000,0.010000000,0.000334,0.003337400,-0.000007888,0.000096629,9.992192469,-0.226587031,0.437782212
0.000000000,0.010000000,0.000335,0.003347392,-0.000008115,0.000097066,9.992192469,-0.226552386,0.437982756
0.000000000,0.010000000,0.000336,0.003357384,-0.000008341,0.000097504,9.992192469,-0.226519760,0.438180345
0.000000000,0.010000000,0.000337,0.003367377,-0.000008568,0.000097942,9.992192469,-0.226488970,0.438375013
0.000000000,0.010000000,0.000338,0.003377369,-0.000008794,0.000098381,9.992192469,-0.226459857,0.438566797
0.000000000,0.010000000,0.000339,0.003387361,-0.000009021,0.000098819,9.992192469,-0.226432281,0.438755729
0.000000000,0.010000000,0.000340,0.003397353,-0.000009247,0.000099258,9.992192469,-0.226406119,0.438941844
0.000000000,0.010000000,0.000341,0.003407345,-0.000009474,0.000099697,9.992192469,-0.226381263,0.439125176
0.000000000,0.010000000,0.000342,0.003417338,-0.000009700,0.000100136,9.992192469,-0.226357617,0.439305759
0.000000000,0.010000000,0.000343,0.003427330,-0.000009926,0.000100576,9.992192469,-0.226335096,0.439483626
0.000000000,0.010000000,0.000344,0.003437322,-0.000010153,0.000101015,9.992192469,-0.226313623,0.439658810
0.000000000,0.010000000,0.000345,0.003447314,-0.000010379,0.000101455,9.992192469,-0.226293132,0.439831343
0.000000000,0.010000000,0.000346,0.003457306,-0.000010605,0.000101895,9.992192469,-0.226273560,0.440001259
0.000000000,0.010000000,0.000347,0.003467299,-0.000010832,0.000102335,9.992192469,-0.226254853,0.440168589
0.000000000,0.010000000,0.000348,0.003477291,-0.000011058,0.000102775,9.992192469,-0.226236962,0.440333366
0.000000000,0.010000000,0.000349,0.003487283,-0.000011284,0.000103215,9.992192469,-0.226219841,0.440495621
0.000000000,0.010000000,0.000350,0.003497275,-0.000011510,0.000103656,9.992192469,-0.226203450,0.440655387
0.000000000,0.010000000,0.000351,0.003507267,-0.000011737,0.000104096,9.992192469,-0.226187751,0.440812693
0.000000000,0.010000000,0.000352,0.003517260,-0.000011963,0.000104537,9.992192469,-0.226172712,0.440967571
0.000000000,0.010000000,0.000353,0.003527252,-0.000012189,0.000104978,9.992192469,-0.226158300,0.441120053
0.000000000,0.010000000,0.000354,0.003537244,-0.000012415,0.000105419,9.992192469,-0.226144487,0.441270167
0.000000000,0.010000000,0.000355,0.003547236,-0.000012641,0.000105860,9.992192469,-0.226131248,0.441417945
0.000000000,0.010000000,0.000356,0.003557228,-0.000012867,0.000106302,9.992192469,-0.226118557,0.441563416
0.000000000,0.010000000,0.000357,0.003567221,-0.000013094,0.000106743,9.992192469,-0.226106394,0.441706610
0.000000000,0.010000000,0.000358,0.003577213,-0.000013320,0.000107185,9.992192469,-0.226094736,0.441847557
0.000000000,0.010000000,0.000359,0.003587205,-0.000013546,0.000107627,9.992192469,-0.226083565,0.441986285
0.000000000,0.010000000,0.000360,0.003597197,-0.000013772,0.000108069,9.992192469,-0.226072862,0.442122823
0.000000000,0.010000000,0.000361,0.003607189,-0.000013998,0.000108511,9.992192469,-0.226062612,0.442257200
0.000000000,0.010000000,0.000362,0.003617182,-0.000014224,0.000108953,9.992192469,-0.226052799,0.442389445
0.000000000,0.010000000,0.000363,0.003627174,-0.000014450,0.000109396,9.992192469,-0.226043407,0.442519584
0.000000000,0.010000000,0.000364,0.003637166,-0.000014676,0.000109838,9.992192469,-0.226034424,0.442647647
0.000000000,0.010000000,0.000365,0.003647158,-0.000014902,0.000110281,9.992192469,-0.226025836,0.442773661
0.000000000,0.010000000,0.000366,0.003657150,-0.000015128,0.000110724,9.992192469,-0.226017632,0.442897653
0.000000000,0.010000000,0.000367,0.003667142,-0.000015354,0.000111166,9.992192469,-0.226009800,0.443019649
0.000000000,0.010000000,0.000368,0.003677135,-0.000015580,0.000111609,9.992192469,-0.226002329,0.443139677
0.000000000,0.010000000,0.000369,0.003687127,-0.000015806,0.000112053,9.992192469,-0.225995209,0.443257764
0.000000000,0.010000000,0.000370,0.003697119,-0.000016032,0.000112496,9.992192469,-0.225988430,0.443373935
0.000000000,0.010000000,0.000371,0.003707111,-0.000016258,0.000112939,9.992192469,-0.225981983,0.443488217
0.000000000,0.010000000,0.000372,0.003717103,-0.000016484,0.000113383,9.992192469,-0.225975859,0.443600635
0.000000000,0.010000000,0.000373,0.003727096,-0.000016710,0.000113826,9.992192469,-0.225970051,0.443711215
0.000000000,0.010000000,0.000374,0.003737088,-0.000016936,0.000114270,9.992192469,-0.225964549,0.443819981
0.000000000,0.010000000,0.000375,0.003747080,-0.000017162,0.000114714,9.992192469,-0.225959347,0.443926960
0.000000000,0.010000000,0.000376,0.003757072,-0.000017388,0.000115158,9.992192469,-0.225954437,0.444032175
0.000000000,0.010000000,0.000377,0.003767064,-0.000017614,0.000115602,9.992192469,-0.225949812,0.444135652
0.000000000,0.010000000,0.000378,0.003777057,-0.000017840,0.000116046,9.992192469,-0.225945466,0.444237414
0.000000000,0.010000000,0.000379,0.003787049,-0.000018066,0.000116490,9.992192469,-0.225941391,0.444337485
0.000000000,0.010000000,0.000380,0.003797041,-0.000018292,0.000116935,9.992192469,-0.225937583,0.444435889
0.000000000,0.010000000,0.000381,0.003807033,-0.000018518,0.000117379,9.992192469,-0.225934035,0.444532650
0.000000000,0.010000000,0.000382,0.003817025,-0.000018744,0.000117824,9.992192469,-0.225930740,0.444627791
0.000000000,0.010000000,0.000383,0.003827018,-0.000018970,0.000118268,9.992192469,-0.225927695,0.444721334
0.000000000,0.010000000,0.000384,0.003837010,-0.000019195,0.000118713,9.992192469,-0.225924893,0.444813303
0.000000000,0.010000000,0.000385,0.003847002,-0.000019421,0.000119158,9.992192469,-0.225922330,0.444903720
0.000000000,0.010000000,0.000386,0.003856994,-0.000019647,0.000119603,9.992192469,-0.225919999,0.444992607
0.000000000,0.010000000,0.000387,0.003866986,-0.000019873,0.000120048,9.992192469,-0.225917897,0.445079986
0.000000000,0.010000000,0.000388,0.003876979,-0.000020099,0.000120493,9.992192469,-0.225916019,0.445165879
0.000000000,0.010000000,0.000389,0.003886971,-0.000020325,0.000120938,9.992192469,-0.225914361,0.445250308
0.000000000,0.010000000,0.000390,0.003896963,-0.000020551,0.000121383,9.992192469,-0.225912917,0.445333293
0.000000000,0.010000000,0.000391,0.003906955,-0.000020777,0.000121828,9.992192469,-0.225911684,0.445414856
0.000000000,0.010000000,0.000392,0.003916947,-0.000021003,0.000122274,9.992192469,-0.225910657,0.445495018
0.000000000,0.010000000,0.000393,0.003926939,-0.000021229,0.000122719,9.992192469,-0.225909833,0.445573799
0.000000000,0.010000000,0.000394,0.003936932,-0.000021455,0.000123165,9.992192469,-0.225909207,0.445651220
0.000000000,0.010000000,0.000395,0.003946924,-0.000021681,0.000123611,9.992192469,-0.225908777,0.445727300
0.000000000,0.010000000,0.000396,0.003956916,-0.000021906,0.000124056,9.992192469,-0.225908537,0.445802060
0.000000000,0.010000000,0.000397,0.003966908,-0.000022132,0.000124502,9.992192469,-0.225908484,0.445875519
0.000000000,0.010000000,0.000398,0.003976900,-0.000022358,0.000124948,9.992192469,-0.225908616,0.445947697
0.000000000,0.010000000,0.000399,0.003986893,-0.000022584,0.000125394,9.992192469,-0.225908928,0.446018613
0.000000000,0.010000000,0.000400,0.003996885,-0.000022810,0.000125840,9.992192469,-0.225909417,0.446088285
0.000000000,0.010000000,0.000401,0.004006877,-0.000023036,0.000126286,9.992192469,-0.225910080,0.446156733
0.000000000,0.010000000,0.000402,0.004016869,-0.000023262,0.000126732,9.992192469,-0.225910913,0.446223975
0.000000000,0.010000000,0.000403,0.004026861,-0.000023488,0.000127178,9.992192469,-0.225911914,0.446290030
0.000000000,0.010000000,0.000404,0.004036854,-0.000023714,0.000127625,9.992192469,-0.225913079,0.446354915
0.000000000,0.010000000,0.000405,0.004046846,-0.000023940,0.000128071,9.992192469,-0.225914406,0.446418648
0.000000000,0.010000000,0.000406,0.004056838,-0.000024166,0.000128517,9.992192469,-0.225915891,0.446481248
0.000000000,0.010000000,0.000407,0.004066830,-0.000024391,0.000128964,9.992192469,-0.225917532,0.446542731
0.000000000,0.010000000,0.000408,0.004076822,-0.000024617,0.000129410,9.992192469,-0.225919325,0.446603115
0.000000000,0.010000000,0.000409,0.004086815,-0.000024843,0.000129857,9.992192469,-0.225921268,0.446662416
0.000000000,0.010000000,0.000410,0.004096807,-0.000025069,0.000130304,9.992192469,-0.225923359,0.446720652
0.000000000,0.010000000,0.000411,0.004106799,-0.000025295,0.000130750,9.992192469,-0.225925594,0.446777840
0.000000000,0.010000000,0.000412,0.004116791,-0.000025521,0.000131197,9.992192469,-0.225927972,0.446833994
0.000000000,0.010000000,0.000413,0.004126783,-0.000025747,0.000131644,9.992192469,-0.225930488,0.446889133
0.000000000,0.010000000,0.000414,0.004136776,-0.000025973,0.000132091,9.992192469,-0.225933142,0.446943271
0.000000000,0.010000000,0.000415,0.004146768,-0.000026199,0.000132538,9.992192469,-0.225935931,0.446996425
0.000000000,0.010000000,0.000416,0.004156760,-0.000026425,0.000132985,9.992192469,-0.225938852,0.447048610
0.000000000,0.010000000,0.000417,0.004166752,-0.000026651,0.000133432,9.992192469,-0.225941902,0.447099842
0.000000000,0.010000000,0.000418,0.004176744,-0.000026877,0.000133879,9.992192469,-0.225945080,0.447150135
0.000000000,0.010000000,0.000419,0.004186736,-0.000027103,0.000134326,9.992192469,-0.225948384,0.447199505
0.000000000,0.010000000,0.000420,0.004196729,-0.000027329,0.000134773,9.992192469,-0.225951810,0.447247966
0.000000000,0.010000000,0.000421,0.004206721,-0.000027555,0.000135221,9.992192469,-0.225955358,0.447295533
0.000000000,0.010000000,0.000422,0.004216713,-0.000027780,0.000135668,9.992192469,-0.225959024,0.447342221
0.000000000,0.010000000,0.000423,0.004226705,-0.000028006,0.000136115,9.992192469,-0.225962806,0.447388044
0.000000000,0.010000000,0.000424,0.004236697,-0.000028232,0.000136563,9.992192469,-0.225966704,0.447433016
0.000000000,0.010000000,0.000425,0.004246690,-0.000028458,0.000137010,9.992192469,-0.225970713,0.447477150
0.000000000,0.010000000,0.000426,0.004256682,-0.000028684,0.000137458,9.992192469,-0.225974834,0.447520460
0.000000000,0.010000000,0.000427,0.004266674,-0.000028910,0.000137905,9.992192469,-0.225979063,0.447562960
0.000000000,0.010000000,0.000428,0.004276666,-0.000029136,0.000138353,9.992192469,-0.225983398,0.447604663
0.000000000,0.010000000,0.000429,0.004286658,-0.000029362,0.000138800,9.992192469,-0.225987838,0.447645583
0.000000000,0.010000000,0.000430,0.004296651,-0.000029588,0.000139248,9.992192469,-0.225992382,0.447685731
0.000000000,0.010000000,0.000431,0.004306643,-0.000029814,0.000139696,9.992192469,-0.225997026,0.447725122
0.000000000,0.010000000,0.000432,0.004316635,-0.000030040,0.000140143,9.992192469,-0.226001769,0.447763767
0.000000000,0.010000000,0.000433,0.004326627,-0.000030266,0.000140591,9.992192469,-0.226006610,0.447801679
0.000000000,0.010000000,0.000434,0.004336619,-0.000030492,0.000141039,9.992192469,-0.226011547,0.447838870
0.000000000,0.010000000,0.000435,0.004346612,-0.000030718,0.000141487,9.992192469,-0.226016578,0.447875353
0.000000000,0.010000000,0.000436,0.004356604,-0.000030944,0.000141935,9.992192469,-0.226021701,0.447911138
0.000000000,0.010000000,0.000437,0.004366596,-0.000031170,0.000142383,9.992192469,-0.226026915,0.447946239
0.000000000,0.010000000,0.000438,0.004376588,-0.000031396,0.000142830,9.992192469,-0.226032219,0.447980666
0.000000000,0.010000000,0.000439,0.004386580,-0.000031622,0.000143278,9.992192469,-0.226037609,0.448014431
0.000000000,0.010000000,0.000440,0.004396573,-0.000031848,0.000143726,9.992192469,-0.226043086,0.448047546
0.000000000,0.010000000,0.000441,0.004406565,-0.000032074,0.000144175,9.992192469,-0.226048647,0.448080021
0.000000000,0.010000000,0.000442,0.004416557,-0.000032301,0.000144623,9.992192469,-0.226054291,0.448111867
0.000000000,0.010000000,0.000443,0.004426549,-0.000032527,0.000145071,9.992192469,-0.226060017,0.448143095
0.000000000,0.010000000,0.000444,0.004436541,-0.000032753,0.000145519,9.992192469,-0.226065822,0.448173715
0.000000000,0.010000000,0.000445,0.004446533,-0.000032979,0.000145967,9.992192469,-0.226071706,0.448203739
0.000000000,0.010000000,0.000446,0.004456526,-0.000033205,0.000146415,9.992192469,-0.226077667,0.448233177
0.000000000,0.010000000,0.000447,0.004466518,-0.000033431,0.000146863,9.992192469,-0.226083704,0.448262038
0.000000000,0.010000000,0.000448,0.004476510,-0.000033657,0.000147312,9.992192469,-0.226089815,0.448290332
0.000000000,0.010000000,0.000449,0.004486502,-0.000033883,0.000147760,9.992192469,-0.226095999,0.448318071
0.000000000,0.010000000,0.000450,0.004496494,-0.000034109,0.000148208,9.992192469,-0.226102255,0.448345262
0.000000000,0.010000000,0.000451,0.004506487,-0.000034335,0.000148657,9.992192469,-0.226108581,0.448371917
0.000000000,0.010000000,0.000452,0.004516479,-0.000034561,0.000149105,9.992192469,-0.226114976,0.448398044
0.000000000,0.010000000,0.000453,0.004526471,-0.000034787,0.000149553,9.992192469,-0.226121439,0.448423652
0.000000000,0.010000000,0.000454,0.004536463,-0.000035014,0.000150002,9.992192469,-0.226127969,0.448448752
0.000000000,0.010000000,0.000455,0.004546455,-0.000035240,0.000150450,9.992192469,-0.226134564,0.448473351
0.000000000,0.010000000,0.000456,0.004556448,-0.000035466,0.000150899,9.992192469,-0.226141223,0.448497459
0.000000000,0.010000000,0.000457,0.004566440,-0.000035692,0.000151347,9.992192469,-0.226147945,0.448521085
0.000000000,0.010000000,0.000458,0.004576432,-0.000035918,0.000151796,9.992192469,-0.226154729,0.448544236
0.000000000,0.010000000,0.000459,0.004586424,-0.000036144,0.000152244,9.992192469,-0.226161574,0.448566923
0.000000000,0.010000000,0.000460,0.004596416,-0.000036370,0.000152693,9.992192469,-0.226168478,0.448589152
0.000000000,0.010000000,0.000461,0.004606409,-0.000036597,0.000153142,9.992192469,-0.226175441,0.448610932
0.000000000,0.010000000,0.000462,0.004616401,-0.000036823,0.000153590,9.992192469,-0.226182461,0.448632272
0.000000000,0.010000000,0.000463,0.004626393,-0.000037049,0.000154039,9.992192469,-0.226189538,0.448653180
0.000000000,0.010000000,0.000464,0.004636385,-0.000037275,0.000154487,9.992192469,-0.226196670,0.448673662
0.000000000,0.010000000,0.000465,0.004646377,-0.000037501,0.000154936,9.992192469,-0.226203856,0.448693728
0.000000000,0.010000000,0.000466,0.004656370,-0.000037728,0.000155385,9.992192469,-0.226211095,0.448713383
0.000000000,0.010000000,0.000467,0.004666362,-0.000037954,0.000155833,9.992192469,-0.226218387,0.448732638
0.000000000,0.010000000,0.000468,0.004676354,-0.000038180,0.000156282,9.992192469,-0.226225730,0.448751497
0.000000000,0.010000000,0.000469,0.004686346,-0.000038406,0.000156731,9.992192469,-0.226233123,0.448769969
0.000000000,0.010000000,0.000470,0.004696338,-0.000038632,0.000157180,9.992192469,-0.226240565,0.448788061
0.000000000,0.010000000,0.000471,0.004706330,-0.000038859,0.000157629,9.992192469,-0.226248056,0.448805780
0.000000000,0.010000000,0.000472,0.004716323,-0.000039085,0.000158077,9.992192469,-0.226255595,0.448823133
0.000000000,0.010000000,0.000473,0.004726315,-0.000039311,0.000158526,9.992192469,-0.226263180,0.448840126
0.000000000,0.010000000,0.000474,0.004736307,-0.000039537,0.000158975,9.992192469,-0.226270811,0.448856767
0.000000000,0.010000000,0.000475,0.004746299,-0.000039764,0.000159424,9.992192469,-0.226278487,0.448873062
0.000000000,0.010000000,0.000476,0.004756291,-0.000039990,0.000159873,9.992192469,-0.226286207,0.448889017
0.000000000,0.010000000,0.000477,0.004766284,-0.000040216,0.000160322,9.992192469,-0.226293969,0.448904639
0.000000000,0.010000000,0.000478,0.004776276,-0.000040443,0.000160771,9.992192469,-0.226301775,0.448919934
0.000000000,0.010000000,0.000479,0.004786268,-0.000040669,0.000161219,9.992192469,-0.226309622,0.448934908
0.000000000,0.010000000,0.000480,0.004796260,-0.000040895,0.000161668,9.992192469,-0.226317509,0.448949568
0.000000000,0.010000000,0.000481,0.004806252,-0.000041121,0.000162117,9.992192469,-0.226325437,0.448963919
0.000000000,0.010000000,0.000482,0.004816245,-0.000041348,0.000162566,9.992192469,-0.226333404,0.448977967
0.000000000,0.010000000,0.000483,0.004826237,-0.000041574,0.000163015,9.992192469,-0.226341409,0.448991718
0.000000000,0.010000000,0.000484,0.004836229,-0.000041800,0.000163464,9.992192469,-0.226349452,0.449005178
0.000000000,0.010000000,0.000485,0.004846221,-0.000042027,0.000163913,9.992192469,-0.226357532,0.449018352
0.000000000,0.010000000,0.000486,0.004856213,-0.000042253,0.000164362,9.992192469,-0.226365648,0.449031245
0.000000000,0.010000000,0.000487,0.004866206,-0.000042480,0.000164811,9.992192469,-0.226373800,0.449043864
0.000000000,0.010000000,0.000488,0.004876198,-0.000042706,0.000165260,9.992192469,-0.226381986,0.449056213
0.000000000,0.010000000,0.000489,0.004886190,-0.000042932,0.000165709,9.992192469,-0.226390207,0.449068298
0.000000000,0.010000000,0.000490,0.004896182,-0.000043159,0.000166158,9.992192469,-0.226398461,0.449080124
0.000000000,0.010000000,0.000491,0.004906174,-0.000043385,0.000166608,9.992192469,-0.226406749,0.449091696
0.000000000,0.010000000,0.000492,0.004916167,-0.000043612,0.000167057,9.992192469,-0.226415068,0.449103018
0.000000000,0.010000000,0.000493,0.004926159,-0.000043838,0.000167506,9.992192469,-0.226423419,0.449114096
0.000000000,0.010000000,0.000494,0.004936151,-0.000044064,0.000167955,9.992192469,-0.226431801,0.449124935
0.000000000,0.010000000,0.000495,0.004946143,-0.000044291,0.000168404,9.992192469,-0.226440213,0.449135538
0.000000000,0.010000000,0.000496,0.004956135,-0.000044517,0.000168853,9.992192469,-0.226448655,0.449145912
0.000000000,0.010000000,0.000497,0.004966127,-0.000044744,0.000169302,9.992192469,-0.226457126,0.449156060
0.000000000,0.010000000,0.000498,0.004976120,-0.000044970,0.000169751,9.992192469,-0.226465626,0.449165986
0.000000000,0.010000000,0.000499,0.004986112,-0.000045197,0.000170201,9.992192469,-0.226474153,0.449175696
0.000000000,0.010000000,0.000500,0.004996104,-0.000045423,0.000170650,9.992192469,-0.226482709,0.449185194
0.000000000,0.010000000,0.000501,0.005006096,-0.000045650,0.000171099,9.992192469,-0.226491291,0.449194483
